,image_link,group_id,entity_name,entity_value,numeric_value,unit
57,https://m.media-amazon.com/images/I/41jG8cXkOiL.jpg,625842,item_volume,75.0 centilitre,75.0,centilitre
58,https://m.media-amazon.com/images/I/71IeXMYlpyL.jpg,254449,item_volume,14.0 centilitre,14.0,centilitre
59,https://m.media-amazon.com/images/I/51GVZ6u5JHS.jpg,281678,item_volume,33.0 centilitre,33.0,centilitre
60,https://m.media-amazon.com/images/I/61-8lxTt8ML.jpg,884560,item_volume,48.0 centilitre,48.0,centilitre
61,https://m.media-amazon.com/images/I/71OgAWq-0yL.jpg,281678,item_volume,20.0 centilitre,20.0,centilitre
62,https://m.media-amazon.com/images/I/61dBDEv4fOS.jpg,916768,item_volume,70.0 centilitre,70.0,centilitre
63,https://m.media-amazon.com/images/I/61AznCFpdSL.jpg,173193,height,6.4 centimetre,6.4,centimetre
64,https://m.media-amazon.com/images/I/51fvz90dbfL.jpg,558806,width,19.0 centimetre,19.0,centimetre
65,https://m.media-amazon.com/images/I/510C6phEP8L.jpg,802198,depth,15.0 centimetre,15.0,centimetre
66,https://m.media-amazon.com/images/I/615xd+09SNL.jpg,810266,height,7.0 centimetre,7.0,centimetre
67,https://m.media-amazon.com/images/I/51w8OrRXMAL.jpg,486636,depth,17.0 centimetre,17.0,centimetre
68,https://m.media-amazon.com/images/I/51qe7aMX7-L.jpg,849273,width,17.0 centimetre,17.0,centimetre
69,https://m.media-amazon.com/images/I/51RcfmVocIS.jpg,687894,height,20.0 centimetre,20.0,centimetre
70,https://m.media-amazon.com/images/I/51RokNNHwAL.jpg,766399,depth,5.7 centimetre,5.7,centimetre
71,https://m.media-amazon.com/images/I/61A-jdEoq5L.jpg,220662,height,9.5 centimetre,9.5,centimetre
72,https://m.media-amazon.com/images/I/614zDY+pB-L.jpg,640408,height,30.0 centimetre,30.0,centimetre
73,https://m.media-amazon.com/images/I/61DAAAp+1RL.jpg,357074,width,8.5 centimetre,8.5,centimetre
74,https://m.media-amazon.com/images/I/51mGUzqk4nS.jpg,171418,height,37.0 centimetre,37.0,centimetre
75,https://m.media-amazon.com/images/I/614cg1LpH-L.jpg,844474,width,30.0 centimetre,30.0,centimetre
76,https://m.media-amazon.com/images/I/51-N1QlhXHL.jpg,276611,height,76.0 centimetre,76.0,centimetre
77,https://m.media-amazon.com/images/I/41laO8eZyhL.jpg,407808,height,73.5 centimetre,73.5,centimetre
78,https://m.media-amazon.com/images/I/41g46dKUsrL.jpg,311997,height,192.0 centimetre,192.0,centimetre
79,https://m.media-amazon.com/images/I/61277FaCVXL.jpg,801829,height,38.0 centimetre,38.0,centimetre
80,https://m.media-amazon.com/images/I/51-3dkcvyuS.jpg,658892,depth,19.4 centimetre,19.4,centimetre
81,https://m.media-amazon.com/images/I/512uhXyXDRL.jpg,589105,depth,91.0 centimetre,91.0,centimetre
82,https://m.media-amazon.com/images/I/41-7+hGTF+L.jpg,932012,width,34.0 centimetre,34.0,centimetre
83,https://m.media-amazon.com/images/I/51TEhZASebS.jpg,292475,height,8.5 centimetre,8.5,centimetre
84,https://m.media-amazon.com/images/I/51fqvUU+sRL.jpg,783600,depth,18.0 centimetre,18.0,centimetre
85,https://m.media-amazon.com/images/I/41MDWMv+aoL.jpg,226504,width,22.6 centimetre,22.6,centimetre
86,https://m.media-amazon.com/images/I/51rr4pYqP+L.jpg,579652,depth,27.0 centimetre,27.0,centimetre
87,https://m.media-amazon.com/images/I/614F4niVdOL.jpg,969033,depth,90.0 centimetre,90.0,centimetre
88,https://m.media-amazon.com/images/I/51LockL+7lL.jpg,569206,depth,8.8 centimetre,8.8,centimetre
89,https://m.media-amazon.com/images/I/51W01VH1z9L.jpg,906725,depth,16.0 centimetre,16.0,centimetre
90,https://m.media-amazon.com/images/I/41PQVyqKS6L.jpg,752266,height,26.0 centimetre,26.0,centimetre
91,https://m.media-amazon.com/images/I/41OnAaWhZKL.jpg,507988,depth,200.0 centimetre,200.0,centimetre
92,https://m.media-amazon.com/images/I/618k8SHLcoL.jpg,156839,depth,115.0 centimetre,115.0,centimetre
93,https://m.media-amazon.com/images/I/51D+uIODgKL.jpg,916768,height,22.0 centimetre,22.0,centimetre
94,https://m.media-amazon.com/images/I/51I2aebauQL.jpg,178778,height,10.5 centimetre,10.5,centimetre
95,https://m.media-amazon.com/images/I/41DNVrXcKCL.jpg,861555,depth,16.0 centimetre,16.0,centimetre
96,https://m.media-amazon.com/images/I/41USEVQ6upL.jpg,916768,depth,10.3 centimetre,10.3,centimetre
97,https://m.media-amazon.com/images/I/61Dv5yiDWrL.jpg,594224,width,31.0 centimetre,31.0,centimetre
98,https://m.media-amazon.com/images/I/61+MWPt5RrS.jpg,308671,depth,9.0 centimetre,9.0,centimetre
99,https://m.media-amazon.com/images/I/51D+QJuISWL.jpg,205842,depth,105.0 centimetre,105.0,centimetre
100,https://m.media-amazon.com/images/I/514DoJjBL3L.jpg,208023,width,32.0 centimetre,32.0,centimetre
101,https://m.media-amazon.com/images/I/611Uc4VBPcL.jpg,487566,width,76.0 centimetre,76.0,centimetre
102,https://m.media-amazon.com/images/I/517u6gqdRLL.jpg,856665,depth,11.0 centimetre,11.0,centimetre
103,https://m.media-amazon.com/images/I/51PfxtQEQUL.jpg,658892,width,9.5 centimetre,9.5,centimetre
104,https://m.media-amazon.com/images/I/51s-VR83AkL.jpg,727145,depth,14.4 centimetre,14.4,centimetre
105,https://m.media-amazon.com/images/I/6195HQTs+PL.jpg,276688,width,25.0 centimetre,25.0,centimetre
106,https://m.media-amazon.com/images/I/51i34L88G8L.jpg,724384,width,6.6 centimetre,6.6,centimetre
107,https://m.media-amazon.com/images/I/610Fc3L2oIL.jpg,567118,width,13.0 centimetre,13.0,centimetre
108,https://m.media-amazon.com/images/I/6125uAglHWL.jpg,653767,depth,50.0 centimetre,50.0,centimetre
109,https://m.media-amazon.com/images/I/51z5NiL8lTS.jpg,276611,height,76.0 centimetre,76.0,centimetre
110,https://m.media-amazon.com/images/I/51RtfAPqx9L.jpg,184557,depth,50.0 centimetre,50.0,centimetre
111,https://m.media-amazon.com/images/I/61Fda00xbjL.jpg,549052,width,8.0 centimetre,8.0,centimetre
112,https://m.media-amazon.com/images/I/51TOruxtx7L.jpg,618672,depth,16.0 centimetre,16.0,centimetre
113,https://m.media-amazon.com/images/I/519Rzg24ZCL.jpg,549052,width,12.0 centimetre,12.0,centimetre
114,https://m.media-amazon.com/images/I/51KoVv90oZL.jpg,544448,depth,3.8 centimetre,3.8,centimetre
115,https://m.media-amazon.com/images/I/611PKKuvwhL.jpg,877667,depth,37.0 centimetre,37.0,centimetre
116,https://m.media-amazon.com/images/I/517Fb-NjHcS.jpg,967281,width,100.0 centimetre,100.0,centimetre
117,https://m.media-amazon.com/images/I/51p6zctIHiL.jpg,628502,depth,24.5 centimetre,24.5,centimetre
118,https://m.media-amazon.com/images/I/619KapKQITL.jpg,652519,depth,10.0 centimetre,10.0,centimetre
119,https://m.media-amazon.com/images/I/51cDWlukLiL.jpg,638301,depth,10.8 centimetre,10.8,centimetre
120,https://m.media-amazon.com/images/I/516Qhru5rML.jpg,358831,width,7.0 centimetre,7.0,centimetre
121,https://m.media-amazon.com/images/I/51JBfqPnGFL.jpg,119607,depth,12.0 centimetre,12.0,centimetre
122,https://m.media-amazon.com/images/I/51gkR1YKXmL.jpg,611510,height,26.0 centimetre,26.0,centimetre
123,https://m.media-amazon.com/images/I/51vqYhn38OL.jpg,558806,width,3.0 centimetre,3.0,centimetre
124,https://m.media-amazon.com/images/I/614EE+cnOSL.jpg,141308,depth,48.0 centimetre,48.0,centimetre
125,https://m.media-amazon.com/images/I/51KiYF7by7S.jpg,906725,depth,15.0 centimetre,15.0,centimetre
126,https://m.media-amazon.com/images/I/41fAs5DRCJL.jpg,302672,depth,17.0 centimetre,17.0,centimetre
127,https://m.media-amazon.com/images/I/51apiALsROL.jpg,459271,height,130.0 centimetre,130.0,centimetre
128,https://m.media-amazon.com/images/I/51nRKJlEuML.jpg,827377,depth,26.0 centimetre,26.0,centimetre
129,https://m.media-amazon.com/images/I/51mAjXRe3kL.jpg,727634,height,9.7 centimetre,9.7,centimetre
130,https://m.media-amazon.com/images/I/51VUX9hc0GL.jpg,612552,depth,33.0 centimetre,33.0,centimetre
131,https://m.media-amazon.com/images/I/61603bkzZtL.jpg,344790,width,89.0 centimetre,89.0,centimetre
132,https://m.media-amazon.com/images/I/51dc8bJhhcS.jpg,180726,depth,15.0 centimetre,15.0,centimetre
133,https://m.media-amazon.com/images/I/51yrwghQUOL.jpg,446789,width,200.0 centimetre,200.0,centimetre
134,https://m.media-amazon.com/images/I/51lyCuGsv0L.jpg,843434,width,30.5 centimetre,30.5,centimetre
135,https://m.media-amazon.com/images/I/416EsXhnTHL.jpg,308430,width,11.0 centimetre,11.0,centimetre
136,https://m.media-amazon.com/images/I/51JVDUmXJ-S.jpg,702157,width,17.0 centimetre,17.0,centimetre
137,https://m.media-amazon.com/images/I/51OeDPyQSbL.jpg,368364,height,10.5 centimetre,10.5,centimetre
138,https://m.media-amazon.com/images/I/5150BnC0y-L.jpg,801829,height,80.0 centimetre,80.0,centimetre
139,https://m.media-amazon.com/images/I/61DmKXLz+nL.jpg,492950,depth,27.5 centimetre,27.5,centimetre
140,https://m.media-amazon.com/images/I/616ApYUchTL.jpg,970737,depth,18.0 centimetre,18.0,centimetre
141,https://m.media-amazon.com/images/I/616DSfcszlL.jpg,861555,depth,16.0 centimetre,16.0,centimetre
142,https://m.media-amazon.com/images/I/51eV3ZuJLmL.jpg,865691,height,6.0 centimetre,6.0,centimetre
143,https://m.media-amazon.com/images/I/51gIz2XLNFL.jpg,725915,depth,38.0 centimetre,38.0,centimetre
144,https://m.media-amazon.com/images/I/51gM9MIq+ZL.jpg,296366,width,8.5 centimetre,8.5,centimetre
145,https://m.media-amazon.com/images/I/617oGuY8IOL.jpg,927393,depth,4.0 centimetre,4.0,centimetre
146,https://m.media-amazon.com/images/I/51hdGfWMWML.jpg,599772,height,5.5 centimetre,5.5,centimetre
147,https://m.media-amazon.com/images/I/61E2n14vMKL.jpg,913156,height,3.0 centimetre,3.0,centimetre
148,https://m.media-amazon.com/images/I/610Of8VEdXL.jpg,292475,width,7.0 centimetre,7.0,centimetre
149,https://m.media-amazon.com/images/I/41GytKKdSIL.jpg,178778,depth,24.0 centimetre,24.0,centimetre
150,https://m.media-amazon.com/images/I/51w11NRGeTL.jpg,594224,height,5.1 centimetre,5.1,centimetre
151,https://m.media-amazon.com/images/I/615yOVX3hGL.jpg,172842,depth,15.0 centimetre,15.0,centimetre
152,https://m.media-amazon.com/images/I/61-zZamBWTS.jpg,656960,depth,13.5 centimetre,13.5,centimetre
153,https://m.media-amazon.com/images/I/51IhX4ao3AL.jpg,573063,depth,23.3 centimetre,23.3,centimetre
154,https://m.media-amazon.com/images/I/41-5P9LuJIL.jpg,311997,width,120.0 centimetre,120.0,centimetre
155,https://m.media-amazon.com/images/I/51IyfjNJG9L.jpg,969033,depth,60.0 centimetre,60.0,centimetre
156,https://m.media-amazon.com/images/I/61AG4CN9hsL.jpg,347404,height,30.0 centimetre,30.0,centimetre
157,https://m.media-amazon.com/images/I/51IFLArG6YS.jpg,939426,width,30.0 centimetre,30.0,centimetre
158,https://m.media-amazon.com/images/I/618+JkJ4r2L.jpg,939426,depth,41.7 centimetre,41.7,centimetre
159,https://m.media-amazon.com/images/I/617CPcH56VL.jpg,752266,width,63.0 centimetre,63.0,centimetre
160,https://m.media-amazon.com/images/I/41nroyEvBKL.jpg,276611,height,72.0 centimetre,72.0,centimetre
161,https://m.media-amazon.com/images/I/51f8BNevW7L.jpg,478357,width,122.0 centimetre,122.0,centimetre
162,https://m.media-amazon.com/images/I/51AYCPSG0YL.jpg,884378,width,53.5 centimetre,53.5,centimetre
163,https://m.media-amazon.com/images/I/71NyEL43vsL.jpg,884560,item_volume,2.0 cup,2.0,cup
164,https://m.media-amazon.com/images/I/61nmWFwFPFL.jpg,916768,item_volume,3.0 cup,3.0,cup
165,https://m.media-amazon.com/images/I/81FehaI-uBL.jpg,459516,item_volume,60.0 cup,60.0,cup
166,https://m.media-amazon.com/images/I/61oWgdkb8qL.jpg,459516,item_volume,90.0 cup,90.0,cup
167,https://m.media-amazon.com/images/I/71gSRbyXmoL.jpg,916768,item_volume,1.0 cup,1.0,cup
168,https://m.media-amazon.com/images/I/81W+ZB+0GdL.jpg,916768,item_volume,6.0 cup,6.0,cup
169,https://m.media-amazon.com/images/I/81bPU40UPFS.jpg,884560,item_volume,1.0 cup,1.0,cup
170,https://m.media-amazon.com/images/I/714WYG+ZZkL.jpg,459516,item_volume,0.5 cup,0.5,cup
171,https://m.media-amazon.com/images/I/518nJnIWB2L.jpg,459516,item_volume,4.0 cup,4.0,cup
172,https://m.media-amazon.com/images/I/61xjPwJq1jL.jpg,459516,item_volume,1.0 cup,1.0,cup
173,https://m.media-amazon.com/images/I/71lpI9BZuML.jpg,369753,item_volume,24.0 cup,24.0,cup
174,https://m.media-amazon.com/images/I/619xwX-zXbL.jpg,254449,item_volume,1.0 cup,1.0,cup
175,https://m.media-amazon.com/images/I/81lfoIrMYpL.jpg,557758,item_volume,22.0 cup,22.0,cup
176,https://m.media-amazon.com/images/I/81USnJX-PDL.jpg,916768,item_volume,0.125 cup,0.125,cup
177,https://m.media-amazon.com/images/I/61viD4zQVTL.jpg,369753,item_volume,30.0 cup,30.0,cup
178,https://m.media-amazon.com/images/I/714xNDa4zzL.jpg,254449,item_volume,60.0 cup,60.0,cup
179,https://m.media-amazon.com/images/I/71P-02sKy3L.jpg,369753,item_volume,1.0 cup,1.0,cup
180,https://m.media-amazon.com/images/I/81y4eGaqoZL.jpg,281678,item_volume,25.0 cup,25.0,cup
181,https://m.media-amazon.com/images/I/510qg0fpeOL.jpg,916768,item_volume,1.0 cup,1.0,cup
182,https://m.media-amazon.com/images/I/61669Boyb6L.jpg,373285,item_volume,1.0 cup,1.0,cup
183,https://m.media-amazon.com/images/I/71atj8rRu4S.jpg,281678,item_weight,10 cup,10.0,cup
184,https://m.media-amazon.com/images/I/61unr7friBL.jpg,369753,item_volume,30.0 cup,30.0,cup
185,https://m.media-amazon.com/images/I/718C-Q2fk2L.jpg,916768,item_volume,0.5 cup,0.5,cup
186,https://m.media-amazon.com/images/I/51RR5R6LR-L.jpg,916768,item_volume,0.25 cup,0.25,cup
187,https://m.media-amazon.com/images/I/81H0cMovyzL.jpg,916768,item_volume,1.0 cup,1.0,cup
188,https://m.media-amazon.com/images/I/61x-AsvswqL.jpg,916768,item_volume,3.0 cup,3.0,cup
189,https://m.media-amazon.com/images/I/71pfV7Ae2SL.jpg,916768,item_volume,1.0 cup,1.0,cup
190,https://m.media-amazon.com/images/I/71Ytytu-3KL.jpg,459516,item_volume,1.0 cup,1.0,cup
191,https://m.media-amazon.com/images/I/71NotYfNTfL.jpg,459516,item_volume,1.0 cup,1.0,cup
192,https://m.media-amazon.com/images/I/81NXHImM3fL.jpg,281678,item_weight,50 cup,50.0,cup
193,https://m.media-amazon.com/images/I/51kXTy3PNNL.jpg,459516,item_volume,8.0 cup,8.0,cup
194,https://m.media-amazon.com/images/I/61tqs5V5hWL.jpg,884560,item_volume,1.0 cup,1.0,cup
195,https://m.media-amazon.com/images/I/81Uz9yNSVLL.jpg,281678,item_volume,25.0 cup,25.0,cup
196,https://m.media-amazon.com/images/I/71oQbs3aWpL.jpg,916768,item_volume,6.75 cup,6.75,cup
197,https://m.media-amazon.com/images/I/811LsnB4XML.jpg,281678,item_weight,10 cup,10.0,cup
198,https://m.media-amazon.com/images/I/71Niopng05L.jpg,884560,item_volume,10.0 cup,10.0,cup
199,https://m.media-amazon.com/images/I/41iEhJKuRqL.jpg,225091,item_volume,4.0 cup,4.0,cup
200,https://m.media-amazon.com/images/I/71paQ7veDNL.jpg,252585,item_volume,2.0 cup,2.0,cup
201,https://m.media-amazon.com/images/I/617NCiArsSL.jpg,916768,item_volume,3.0 cup,3.0,cup
202,https://m.media-amazon.com/images/I/71cbFzlRV+L.jpg,369753,item_volume,2019.0 cup,2019.0,cup
203,https://m.media-amazon.com/images/I/81pz89BrEsL.jpg,281678,item_volume,24.0 cup,24.0,cup
204,https://m.media-amazon.com/images/I/41XhzIu-g6S.jpg,884560,item_volume,1.0 cup,1.0,cup
205,https://m.media-amazon.com/images/I/71fNICQ+fJL.jpg,281678,item_volume,100.0 cup,100.0,cup
206,https://m.media-amazon.com/images/I/71dIVPs3HpL.jpg,916768,item_volume,0.5 cup,0.5,cup
207,https://m.media-amazon.com/images/I/71GzbfAUDyL.jpg,375816,item_weight,48 cup,48.0,cup
208,https://m.media-amazon.com/images/I/61Sih7xkqvL.jpg,459516,item_volume,60.0 cup,60.0,cup
209,https://m.media-amazon.com/images/I/61brw3cLa8L.jpg,916768,item_volume,0.2 cup,0.2,cup
210,https://m.media-amazon.com/images/I/518C264I43L.jpg,281678,item_volume,440.0 cup,440.0,cup
211,https://m.media-amazon.com/images/I/71tTfP7QypL.jpg,252585,item_volume,11.0 cup,11.0,cup
212,https://m.media-amazon.com/images/I/41InQC10+LL.jpg,369753,item_volume,24.0 cup,24.0,cup
213,https://m.media-amazon.com/images/I/61b6rxKv+1L.jpg,916768,item_volume,3.0 cup,3.0,cup
214,https://m.media-amazon.com/images/I/811bj33KBmL.jpg,281678,item_volume,25.0 cup,25.0,cup
215,https://m.media-amazon.com/images/I/71-cRHHfKLL.jpg,916768,item_volume,1.0 cup,1.0,cup
216,https://m.media-amazon.com/images/I/81fUoE+BToL.jpg,557758,item_volume,60.0 cup,60.0,cup
217,https://m.media-amazon.com/images/I/71U2l+o5RaL.jpg,281678,item_volume,24.0 cup,24.0,cup
218,https://m.media-amazon.com/images/I/81beI4M1UpL.jpg,459516,item_volume,10.0 cup,10.0,cup
219,https://m.media-amazon.com/images/I/71cMd6tdk3L.jpg,281678,item_volume,10.0 cup,10.0,cup
220,https://m.media-amazon.com/images/I/811ofWv5w1L.jpg,916768,item_volume,1.0 cup,1.0,cup
221,https://m.media-amazon.com/images/I/71F9Xs7c8aL.jpg,916768,item_volume,0.5 cup,0.5,cup
222,https://m.media-amazon.com/images/I/91TrQdDNltL.jpg,557758,item_volume,22.0 cup,22.0,cup
223,https://m.media-amazon.com/images/I/61yd-uFeK-L.jpg,252585,item_volume,1.0 cup,1.0,cup
224,https://m.media-amazon.com/images/I/71kgXk3PWpL.jpg,281678,item_volume,25.0 cup,25.0,cup
225,https://m.media-amazon.com/images/I/71PVurolGkL.jpg,916768,item_volume,4.0 cup,4.0,cup
226,https://m.media-amazon.com/images/I/71fOnk7PMsL.jpg,369753,item_volume,24.0 cup,24.0,cup
227,https://m.media-amazon.com/images/I/61ghvS37gFL.jpg,916768,item_volume,0.3333333333333333 cup,0.3333333333333333,cup
228,https://m.media-amazon.com/images/I/71crWoCytaL.jpg,369753,item_volume,15.0 cup,15.0,cup
229,https://m.media-amazon.com/images/I/91omAuNUg7L.jpg,916768,item_volume,0.75 cup,0.75,cup
230,https://m.media-amazon.com/images/I/61aoltmepFL.jpg,601746,item_weight,2022 cup,2022.0,cup
231,https://m.media-amazon.com/images/I/81UHDq88xSL.jpg,281678,item_volume,25.0 cup,25.0,cup
232,https://m.media-amazon.com/images/I/71ARVIt0IKL.jpg,252585,item_volume,24.0 cup,24.0,cup
233,https://m.media-amazon.com/images/I/81vQbBlPIiL.jpg,459516,item_volume,60.0 cup,60.0,cup
234,https://m.media-amazon.com/images/I/71ljrwgekKL.jpg,557758,item_volume,10.0 cup,10.0,cup
235,https://m.media-amazon.com/images/I/71YXyCEAYZL.jpg,459516,item_volume,1.0 cup,1.0,cup
236,https://m.media-amazon.com/images/I/31tNc+PAD1L.jpg,916768,item_volume,18.0 cup,18.0,cup
237,https://m.media-amazon.com/images/I/61fzkW5RtyL.jpg,281678,item_volume,2.0 cup,2.0,cup
238,https://m.media-amazon.com/images/I/71juEvbdCZL.jpg,252585,item_volume,20.0 cup,20.0,cup
239,https://m.media-amazon.com/images/I/61gDKwhNkWL.jpg,916768,item_volume,3.0 cup,3.0,cup
240,https://m.media-amazon.com/images/I/81Hm96v4lwL.jpg,281678,item_volume,25.0 cup,25.0,cup
241,https://m.media-amazon.com/images/I/71zI3aLA8CS.jpg,459516,item_volume,1.0 cup,1.0,cup
242,https://m.media-amazon.com/images/I/81s8EEmaj1L.jpg,459516,item_volume,60.0 cup,60.0,cup
243,https://m.media-amazon.com/images/I/51l1RHapJ+L.jpg,916768,item_volume,7.0 cup,7.0,cup
244,https://m.media-amazon.com/images/I/71KgMuvc1pL.jpg,916768,item_volume,4.0 cup,4.0,cup
245,https://m.media-amazon.com/images/I/61QSifsOnpL.jpg,557758,item_volume,12.0 cup,12.0,cup
246,https://m.media-amazon.com/images/I/612IJM03UoL.jpg,252585,item_volume,1.0 cup,1.0,cup
247,https://m.media-amazon.com/images/I/71y4-vypd1L.jpg,369753,item_volume,1.0 cup,1.0,cup
248,https://m.media-amazon.com/images/I/61LgrLVQRAL.jpg,916768,item_volume,2.5 cup,2.5,cup
249,https://m.media-amazon.com/images/I/81mbfr0-q6L.jpg,916768,item_volume,1.0 cup,1.0,cup
250,https://m.media-amazon.com/images/I/61gp8YYv85L.jpg,916768,item_volume,851285.0 decilitre,851285.0,decilitre
251,https://m.media-amazon.com/images/I/5114BqQJEbL.jpg,916768,item_volume,792823.0 decilitre,792823.0,decilitre
