id,image_link,group_id,entity_name,entity_value,numeric_value,unit
132626,https://m.media-amazon.com/images/I/51B7m6lB9SL.jpg,849273,height,12.5 inch,12.5,inch
132645,https://m.media-amazon.com/images/I/51tJzOAD3HL.jpg,142748,height,46.0 inch,46.0,inch
132647,https://m.media-amazon.com/images/I/51d1XazM1wL.jpg,893692,height,19.5 inch,19.5,inch
132741,https://m.media-amazon.com/images/I/61-UuInLuvL.jpg,982714,height,9.8 inch,9.8,inch
132779,https://m.media-amazon.com/images/I/61+bvQriLSL.jpg,903603,height,15.0 inch,15.0,inch
132894,https://m.media-amazon.com/images/I/41s9ym6iEHS.jpg,966823,height,4.5 inch,4.5,inch
132903,https://m.media-amazon.com/images/I/612w6F1gm9L.jpg,658003,height,9.1 inch,9.1,inch
132916,https://m.media-amazon.com/images/I/61AIKoQI4GL.jpg,416664,height,29.5 inch,29.5,inch
132964,https://m.media-amazon.com/images/I/61A-rSBysPL.jpg,810266,height,5.0 inch,5.0,inch
133035,https://m.media-amazon.com/images/I/51fLQOeh6eL.jpg,801829,height,20.5 inch,20.5,inch
133104,https://m.media-amazon.com/images/I/51Lew4SEvYL.jpg,558806,height,4.02 inch,4.02,inch
133198,https://m.media-amazon.com/images/I/61850ZqXa8L.jpg,226504,height,2.2 inch,2.2,inch
133212,https://m.media-amazon.com/images/I/51MoFutjKjL.jpg,442321,height,31.13 inch,31.13,inch
133218,https://m.media-amazon.com/images/I/51vvD3Q750L.jpg,594224,height,2.12 inch,2.12,inch
133237,https://m.media-amazon.com/images/I/51yPH6fZZRL.jpg,752266,height,10.0 inch,10.0,inch
133246,https://m.media-amazon.com/images/I/61A5sPTGFKL.jpg,483370,height,8.5 inch,8.5,inch
133312,https://m.media-amazon.com/images/I/61FpU92LFEL.jpg,966823,height,4.3 inch,4.3,inch
133400,https://m.media-amazon.com/images/I/617DhgkVkWL.jpg,599772,height,32.3 inch,32.3,inch
133492,https://m.media-amazon.com/images/I/51B+haa4bsL.jpg,823083,height,7.0 inch,7.0,inch
133522,https://m.media-amazon.com/images/I/61-A3XN5nQL.jpg,529606,height,5.12 inch,5.12,inch
133530,https://m.media-amazon.com/images/I/41r8rB9bwLL.jpg,916768,height,5.0 inch,5.0,inch
133611,https://m.media-amazon.com/images/I/51JfV4FaagL.jpg,478357,height,17.0 inch,17.0,inch
133700,https://m.media-amazon.com/images/I/51rRY0veODL.jpg,115666,height,35.0 inch,35.0,inch
133715,https://m.media-amazon.com/images/I/51ZuEhmjSkL.jpg,966823,height,10.6 inch,10.6,inch
133718,https://m.media-amazon.com/images/I/61C4EyW6BmL.jpg,420160,height,47.4 inch,47.4,inch
133814,https://m.media-amazon.com/images/I/610sEnxv3vL.jpg,140266,height,63.78 inch,63.78,inch
133825,https://m.media-amazon.com/images/I/31ghub786AL.jpg,436746,height,4.72 inch,4.72,inch
133838,https://m.media-amazon.com/images/I/41YYj0wQnKL.jpg,861555,height,6.85 inch,6.85,inch
133853,https://m.media-amazon.com/images/I/519TesVsApL.jpg,823083,height,9.65 inch,9.65,inch
133857,https://m.media-amazon.com/images/I/51cae+Eef5L.jpg,801829,height,33.75 inch,33.75,inch
133869,https://m.media-amazon.com/images/I/51NDmvyncjL.jpg,478357,height,29.5 inch,29.5,inch
133876,https://m.media-amazon.com/images/I/612LfTG8ZHL.jpg,711228,height,1.5 inch,1.5,inch
133894,https://m.media-amazon.com/images/I/51uvjgzEZrL.jpg,558806,height,2.5 inch,2.5,inch
134011,https://m.media-amazon.com/images/I/51qIv7bzQ5L.jpg,567118,height,4.4 inch,4.4,inch
134173,https://m.media-amazon.com/images/I/618zU-N1ICL.jpg,978900,height,0.95 inch,0.95,inch
134203,https://m.media-amazon.com/images/I/619BEsNiZgL.jpg,966488,height,23.8 inch,23.8,inch
134252,https://m.media-amazon.com/images/I/51IPgujAB9L.jpg,401212,height,28.94 inch,28.94,inch
134396,https://m.media-amazon.com/images/I/51JVpbUHI7L.jpg,675332,height,31.9 inch,31.9,inch
134422,https://m.media-amazon.com/images/I/61AYaQXUYAL.jpg,387046,height,6.3 foot,6.3,foot
134526,https://m.media-amazon.com/images/I/518xC6xcy+L.jpg,516127,height,7.79 inch,7.79,inch
134689,https://m.media-amazon.com/images/I/51VVGQ7ShgL.jpg,347404,height,1.4 inch,1.4,inch
134733,https://m.media-amazon.com/images/I/5146xTX43dL.jpg,849273,height,6.0 inch,6.0,inch
134779,https://m.media-amazon.com/images/I/5175c7+R4EL.jpg,237000,height,27.0 inch,27.0,inch
134818,https://m.media-amazon.com/images/I/51T4no6BgsL.jpg,986932,height,4.3 inch,4.3,inch
134876,https://m.media-amazon.com/images/I/51dBg3F8R6L.jpg,442321,height,28.0 inch,28.0,inch
134885,https://m.media-amazon.com/images/I/51TqlR9c6EL.jpg,558806,height,3.9 inch,3.9,inch
135011,https://m.media-amazon.com/images/I/51wowHmgf7L.jpg,478357,height,22.05 inch,22.05,inch
135047,https://m.media-amazon.com/images/I/615ndXYbnRL.jpg,351134,height,7.9 inch,7.9,inch
135076,https://m.media-amazon.com/images/I/51vSwa9QMfL.jpg,148807,height,60.0 inch,60.0,inch
135169,https://m.media-amazon.com/images/I/51BVjGl+BeL.jpg,558806,height,7.87 inch,7.87,inch
135174,https://m.media-amazon.com/images/I/41hDeXCxDLL.jpg,801829,height,34.0 inch,34.0,inch
135196,https://m.media-amazon.com/images/I/614vkl0-V1L.jpg,507848,height,21.06 inch,21.06,inch
135232,https://m.media-amazon.com/images/I/612mTe183EL.jpg,149708,height,52.0 inch,52.0,inch
135465,https://m.media-amazon.com/images/I/51bE1-WEfNL.jpg,237000,height,19.5 inch,19.5,inch
135476,https://m.media-amazon.com/images/I/612phY7O3mL.jpg,237000,height,71.0 inch,71.0,inch
135484,https://m.media-amazon.com/images/I/51xQygXky5L.jpg,826444,height,2.42 inch,2.42,inch
135494,https://m.media-amazon.com/images/I/61CjJiW2vlL.jpg,416664,height,63.0 inch,63.0,inch
135498,https://m.media-amazon.com/images/I/51iarem5MlL.jpg,174276,height,2.3 inch,2.3,inch
135540,https://m.media-amazon.com/images/I/51ZgncfaSaL.jpg,728511,height,7.4 inch,7.4,inch
135574,https://m.media-amazon.com/images/I/612JIPTsPZL.jpg,849273,height,10.0 inch,10.0,inch
135631,https://m.media-amazon.com/images/I/515Z20aEkBS.jpg,365756,height,6.5 inch,6.5,inch
135649,https://m.media-amazon.com/images/I/61-NoYnEycL.jpg,648011,height,2.5 inch,2.5,inch
135747,https://m.media-amazon.com/images/I/519lLiX+c9L.jpg,141308,height,4.9 inch,4.9,inch
135836,https://m.media-amazon.com/images/I/61-iMbq1RiL.jpg,521308,height,36.0 inch,36.0,inch
135840,https://m.media-amazon.com/images/I/51XYilfV2eL.jpg,886344,height,18.03 inch,18.03,inch
135853,https://m.media-amazon.com/images/I/617TXo+S5qL.jpg,952353,height,27.0 inch,27.0,inch
135914,https://m.media-amazon.com/images/I/51eHl9CD+yL.jpg,752266,height,9.8 inch,9.8,inch
135950,https://m.media-amazon.com/images/I/61CIKWmkNSL.jpg,311997,height,1.5 inch,1.5,inch
136016,https://m.media-amazon.com/images/I/51GLdWZfhpL.jpg,478357,height,34.8 inch,34.8,inch
136087,https://m.media-amazon.com/images/I/615aj0QBcKL.jpg,237000,height,46.0 inch,46.0,inch
136138,https://m.media-amazon.com/images/I/51i7nytsXvL.jpg,866516,height,5.9 inch,5.9,inch
136166,https://m.media-amazon.com/images/I/513UVY65rAL.jpg,241608,height,6.3 inch,6.3,inch
136192,https://m.media-amazon.com/images/I/6136px3eh0L.jpg,244283,height,39.0 inch,39.0,inch
136231,https://m.media-amazon.com/images/I/610UGvqzfCL.jpg,145452,height,10.23 inch,10.23,inch
136286,https://m.media-amazon.com/images/I/51ZAja1dnBL.jpg,174276,height,1.7 inch,1.7,inch
136328,https://m.media-amazon.com/images/I/51cIhYM25-L.jpg,447905,height,15.0 inch,15.0,inch
136467,https://m.media-amazon.com/images/I/51x-mCJdcRL.jpg,311997,height,27.0 inch,27.0,inch
136486,https://m.media-amazon.com/images/I/61BcoWXZAyL.jpg,241608,height,10.0 inch,10.0,inch
136510,https://m.media-amazon.com/images/I/615SJ3plozL.jpg,365756,height,6.5 inch,6.5,inch
136553,https://m.media-amazon.com/images/I/51Lx2k7YGCL.jpg,312608,height,41.4 inch,41.4,inch
136590,https://m.media-amazon.com/images/I/41HeIE1VtuL.jpg,658003,height,14.17 inch,14.17,inch
136759,https://m.media-amazon.com/images/I/618nnEqWcvL.jpg,866516,height,4.45 inch,4.45,inch
136770,https://m.media-amazon.com/images/I/51+wIR5l7vL.jpg,446789,height,10.0 inch,10.0,inch
136857,https://m.media-amazon.com/images/I/6195m4HQwaL.jpg,589105,height,18.0 inch,18.0,inch
136861,https://m.media-amazon.com/images/I/6179Nov9m+L.jpg,866516,height,12.0 inch,12.0,inch
137000,https://m.media-amazon.com/images/I/51jhzH+-b2L.jpg,387046,height,11.81 inch,11.81,inch
137042,https://m.media-amazon.com/images/I/41DfZjnJKaL.jpg,347404,height,7.2 inch,7.2,inch
137048,https://m.media-amazon.com/images/I/61BSw7dBPuL.jpg,120219,height,4.5 inch,4.5,inch
137143,https://m.media-amazon.com/images/I/51BpNlrGioL.jpg,178778,height,7.9 inch,7.9,inch
137239,https://m.media-amazon.com/images/I/51vHhT2YV8S.jpg,963595,height,2.36 inch,2.36,inch
137249,https://m.media-amazon.com/images/I/610miVd6dKL.jpg,675680,height,3.9 inch,3.9,inch
137251,https://m.media-amazon.com/images/I/61APyVe9Z+L.jpg,202651,height,2.0 inch,2.0,inch
137374,https://m.media-amazon.com/images/I/61G009G9WrL.jpg,161371,height,8.0 inch,8.0,inch
137388,https://m.media-amazon.com/images/I/614mYNLmh+L.jpg,758128,height,8.9 foot,8.9,foot
137444,https://m.media-amazon.com/images/I/61DsJHh6dZL.jpg,304120,height,6.8 inch,6.8,inch
137732,https://m.media-amazon.com/images/I/6109GhrINUL.jpg,609588,height,14.41 inch,14.41,inch
137743,https://m.media-amazon.com/images/I/51r+xpPq2uS.jpg,866516,height,4.3 inch,4.3,inch
137772,https://m.media-amazon.com/images/I/51cx+lSJyXL.jpg,292475,height,1.6 inch,1.6,inch
137914,https://m.media-amazon.com/images/I/61EDpvl6PyL.jpg,244283,height,14.0 inch,14.0,inch
138032,https://m.media-amazon.com/images/I/612RE0UBRsL.jpg,478357,height,36.6 inch,36.6,inch
138092,https://m.media-amazon.com/images/I/612vRuz+UJL.jpg,931856,height,10.0 inch,10.0,inch
138312,https://m.media-amazon.com/images/I/61BYI5FsPGL.jpg,648011,height,2.95 inch,2.95,inch
138317,https://m.media-amazon.com/images/I/6142VWytDiL.jpg,970563,height,5.99 inch,5.99,inch
138320,https://m.media-amazon.com/images/I/51a0jUrzVqL.jpg,276611,height,34.0 inch,34.0,inch
138323,https://m.media-amazon.com/images/I/516ZjfDFclL.jpg,347404,height,19.0 inch,19.0,inch
138380,https://m.media-amazon.com/images/I/51YLP4gOVQL.jpg,459271,height,51.0 inch,51.0,inch
138406,https://m.media-amazon.com/images/I/51OZYmifKqL.jpg,478357,height,17.7 inch,17.7,inch
138426,https://m.media-amazon.com/images/I/51oxcJJNoPL.jpg,478357,height,23.65 inch,23.65,inch
138438,https://m.media-amazon.com/images/I/51Nj5gXQEiL.jpg,120219,height,3.0 inch,3.0,inch
138481,https://m.media-amazon.com/images/I/514Hbd3zFUL.jpg,393665,height,12.0 inch,12.0,inch
138685,https://m.media-amazon.com/images/I/61+Q7R3sYAS.jpg,558806,height,4.8 inch,4.8,inch
138691,https://m.media-amazon.com/images/I/51cohk+7h8L.jpg,558806,height,3.2 inch,3.2,inch
138743,https://m.media-amazon.com/images/I/61-Xp0xSkNL.jpg,978900,height,2.2 inch,2.2,inch
138756,https://m.media-amazon.com/images/I/41GmhzKhtPS.jpg,311997,height,9.65 inch,9.65,inch
138818,https://m.media-amazon.com/images/I/51epraJGINL.jpg,304120,height,0.98 inch,0.98,inch
138878,https://m.media-amazon.com/images/I/410ts3miz2L.jpg,478357,height,29.0 inch,29.0,inch
138913,https://m.media-amazon.com/images/I/51lphWJzD1L.jpg,752266,height,13.75 inch,13.75,inch
138927,https://m.media-amazon.com/images/I/51nMq+mGJTL.jpg,558832,height,6.2 inch,6.2,inch
138947,https://m.media-amazon.com/images/I/51nSikfopXL.jpg,115666,height,17.88 inch,17.88,inch
138966,https://m.media-amazon.com/images/I/51SgoPRBaPL.jpg,436746,height,36.2 inch,36.2,inch
138976,https://m.media-amazon.com/images/I/51AIrNKsZ8L.jpg,913156,height,3.14 inch,3.14,inch
139094,https://m.media-amazon.com/images/I/615eZMMoWFL.jpg,192915,height,4.88 inch,4.88,inch
139197,https://m.media-amazon.com/images/I/61CcYY9pUiL.jpg,929719,height,2.55 inch,2.55,inch
139266,https://m.media-amazon.com/images/I/61+hkpw5jsL.jpg,752266,height,7.0 inch,7.0,inch
139285,https://m.media-amazon.com/images/I/51zKdKPqdqL.jpg,452717,height,6.7 inch,6.7,inch
139322,https://m.media-amazon.com/images/I/41Zu-bZvw+L.jpg,292475,height,3.54 inch,3.54,inch
139390,https://m.media-amazon.com/images/I/51MaIL9GqtL.jpg,276611,height,24.0 inch,24.0,inch
139436,https://m.media-amazon.com/images/I/51kI-MkF6WS.jpg,478357,height,42.1 inch,42.1,inch
139569,https://m.media-amazon.com/images/I/51GnQtFLS0L.jpg,978900,height,1.77 inch,1.77,inch
139623,https://m.media-amazon.com/images/I/615UDdXf7ZL.jpg,860821,height,16.0 inch,16.0,inch
139716,https://m.media-amazon.com/images/I/611gklIVJXL.jpg,276688,height,10.4 foot,10.4,foot
139807,https://m.media-amazon.com/images/I/61BjUT6JhQL.jpg,648011,height,5.4 inch,5.4,inch
139824,https://m.media-amazon.com/images/I/51w8cRmEqBL.jpg,120219,height,2.033333333333333 inch,2.033333333333333,inch
139875,https://m.media-amazon.com/images/I/51b8D9S0pAL.jpg,966823,height,11.0 inch,11.0,inch
139885,https://m.media-amazon.com/images/I/618lTCg+4QL.jpg,417434,height,3.15 inch,3.15,inch
139893,https://m.media-amazon.com/images/I/51yfXMBNpUL.jpg,483370,height,2.0 inch,2.0,inch
139971,https://m.media-amazon.com/images/I/517w+3VdPuL.jpg,916768,height,3.0 inch,3.0,inch
140005,https://m.media-amazon.com/images/I/51Dh207-8xL.jpg,939129,height,11.0 inch,11.0,inch
140008,https://m.media-amazon.com/images/I/614uJwc+2jL.jpg,470067,height,3.34 inch,3.34,inch
140071,https://m.media-amazon.com/images/I/51jVHewk42L.jpg,801829,height,33.5 inch,33.5,inch
140129,https://m.media-amazon.com/images/I/41GVqMl+NeL.jpg,838598,height,35.0 inch,35.0,inch
140147,https://m.media-amazon.com/images/I/51uLrCeK62S.jpg,895485,height,3.74 inch,3.74,inch
140291,https://m.media-amazon.com/images/I/61+D12W69iL.jpg,558806,height,5.7 inch,5.7,inch
140381,https://m.media-amazon.com/images/I/61D45ij49RL.jpg,681445,height,5.1 inch,5.1,inch
140397,https://m.media-amazon.com/images/I/51zXdEdT02L.jpg,153801,height,7.87 inch,7.87,inch
140415,https://m.media-amazon.com/images/I/51JeNayjMdL.jpg,478357,height,19.7 inch,19.7,inch
140471,https://m.media-amazon.com/images/I/610mpTZfQfL.jpg,480845,height,2.0 inch,2.0,inch
140522,https://m.media-amazon.com/images/I/51dllPQdZ2L.jpg,478357,height,22.0 inch,22.0,inch
140550,https://m.media-amazon.com/images/I/618QpzA76dL.jpg,982714,height,2.0 inch,2.0,inch
140562,https://m.media-amazon.com/images/I/51+HK3C9msL.jpg,866516,height,7.0 inch,7.0,inch
140629,https://m.media-amazon.com/images/I/51iJbqGKrDL.jpg,988675,height,1.8 inch,1.8,inch
140640,https://m.media-amazon.com/images/I/61Cip4EHfuL.jpg,759408,height,6.7 inch,6.7,inch
140739,https://m.media-amazon.com/images/I/51R394Yn-GL.jpg,452717,height,4.33 inch,4.33,inch
140752,https://m.media-amazon.com/images/I/61-1JAbUwAL.jpg,579652,height,11.25 inch,11.25,inch
140872,https://m.media-amazon.com/images/I/51fr3bQsm1L.jpg,225251,height,6.68 inch,6.68,inch
140883,https://m.media-amazon.com/images/I/611eCy5UPWL.jpg,442321,height,29.9 inch,29.9,inch
140941,https://m.media-amazon.com/images/I/615JuhVnw9L.jpg,667319,height,2.0 inch,2.0,inch
141012,https://m.media-amazon.com/images/I/41U7pS+JmGL.jpg,955522,height,5.5 inch,5.5,inch
141027,https://m.media-amazon.com/images/I/51SIkyI9xxS.jpg,752266,height,1.865 foot,1.865,foot
141110,https://m.media-amazon.com/images/I/61DeqLp5saL.jpg,681445,height,10.7 inch,10.7,inch
141132,https://m.media-amazon.com/images/I/613REZKBm0L.jpg,994005,height,20.0 inch,20.0,inch
141170,https://m.media-amazon.com/images/I/513acPSEsGL.jpg,752266,height,3.5 inch,3.5,inch
141188,https://m.media-amazon.com/images/I/516O2YI0XuL.jpg,524117,height,16.0 inch,16.0,inch
141232,https://m.media-amazon.com/images/I/41Xvp7r1d0S.jpg,192915,height,4.9 inch,4.9,inch
141278,https://m.media-amazon.com/images/I/51dyAnoML8L.jpg,752266,height,12.5 inch,12.5,inch
141285,https://m.media-amazon.com/images/I/616pWt+2kDL.jpg,532323,height,17.0 inch,17.0,inch
141293,https://m.media-amazon.com/images/I/61AruXmB+aL.jpg,416664,height,13.0 inch,13.0,inch
141397,https://m.media-amazon.com/images/I/51fTn4vIIxL.jpg,966983,height,4.45 inch,4.45,inch
141481,https://m.media-amazon.com/images/I/51-bSoqCTGL.jpg,433914,height,76.0 inch,76.0,inch
141627,https://m.media-amazon.com/images/I/51SlrlRnQmL.jpg,115666,height,15.7 inch,15.7,inch
141678,https://m.media-amazon.com/images/I/51AvF9G3xIL.jpg,648011,height,6.0 inch,6.0,inch
141696,https://m.media-amazon.com/images/I/61ATNfptZKL.jpg,801829,height,34.0 inch,34.0,inch
141744,https://m.media-amazon.com/images/I/515QQzczYgL.jpg,387046,height,47.0 inch,47.0,inch
141759,https://m.media-amazon.com/images/I/61Cv8bcPzLL.jpg,430434,height,8.3 inch,8.3,inch
141829,https://m.media-amazon.com/images/I/51n+GvIxC1L.jpg,276611,height,59.1 inch,59.1,inch
141846,https://m.media-amazon.com/images/I/51pvYYRX-jL.jpg,849273,height,28.35 inch,28.35,inch
141854,https://m.media-amazon.com/images/I/51+4JxliH+L.jpg,200507,height,1.37 inch,1.37,inch
141870,https://m.media-amazon.com/images/I/41i5VEtTbeL.jpg,931856,height,1.97 inch,1.97,inch
141880,https://m.media-amazon.com/images/I/617B9WFeCnL.jpg,292475,height,1.25 inch,1.25,inch
141933,https://m.media-amazon.com/images/I/51ZT8-bldnL.jpg,478357,height,25.5 inch,25.5,inch
141997,https://m.media-amazon.com/images/I/5183M0PofGL.jpg,849273,height,14.0 inch,14.0,inch
142068,https://m.media-amazon.com/images/I/51JbpauPDML.jpg,470067,height,7.0 inch,7.0,inch
142118,https://m.media-amazon.com/images/I/51WOVxCv-6S.jpg,599772,height,2.4 inch,2.4,inch
142125,https://m.media-amazon.com/images/I/61G3nXezCSL.jpg,845925,height,2.9 inch,2.9,inch
142187,https://m.media-amazon.com/images/I/51F75l-R8DL.jpg,931856,height,6.7 inch,6.7,inch
142220,https://m.media-amazon.com/images/I/51bHh+6fslL.jpg,558806,height,5.3 inch,5.3,inch
142325,https://m.media-amazon.com/images/I/51mKvbLBHFL.jpg,237000,height,33.0 inch,33.0,inch
142359,https://m.media-amazon.com/images/I/51sqVQb1FgL.jpg,681445,height,4.8 inch,4.8,inch
142432,https://m.media-amazon.com/images/I/416mDL1slrL.jpg,237000,height,21.0 inch,21.0,inch
142479,https://m.media-amazon.com/images/I/613UKq-6gSL.jpg,630185,height,9.1 inch,9.1,inch
142522,https://m.media-amazon.com/images/I/61BjAtJLbmL.jpg,416664,height,23.0 inch,23.0,inch
142526,https://m.media-amazon.com/images/I/614MbZ46GHS.jpg,478357,height,13.5 inch,13.5,inch
142615,https://m.media-amazon.com/images/I/51zV9REn1sL.jpg,658003,height,7.1 inch,7.1,inch
142631,https://m.media-amazon.com/images/I/61ADDqaNhQL.jpg,183388,height,4.25 inch,4.25,inch
142658,https://m.media-amazon.com/images/I/619QV-bQNfL.jpg,145452,height,9.7 inch,9.7,inch
142690,https://m.media-amazon.com/images/I/61FNYHBHDML.jpg,952470,height,5.0 inch,5.0,inch
142713,https://m.media-amazon.com/images/I/61A4WBPK5EL.jpg,681445,height,4.3 inch,4.3,inch
142750,https://m.media-amazon.com/images/I/511O8VvW4iL.jpg,866516,height,6.8 inch,6.8,inch
142809,https://m.media-amazon.com/images/I/51A1Mk8Bf4L.jpg,442321,height,31.0 inch,31.0,inch
142849,https://m.media-amazon.com/images/I/61EjG2D0AgL.jpg,284992,height,9.4 inch,9.4,inch
142954,https://m.media-amazon.com/images/I/61CINtqBcHL.jpg,567118,height,7.0 inch,7.0,inch
142961,https://m.media-amazon.com/images/I/616yQeAOiRL.jpg,142748,height,39.0 inch,39.0,inch
